Id;AvgPathLength;HasLoop;AvgCountLoop;CountReqEcCovered;EdgeCoverage;CountReqPcCovered;PrimePathCoverage
org.apache.commons.math4.analysis.interpolation.BicubicInterpolatorTest.testPreconditions();36;1;1;31;0.9393939393939394;15;0.625
org.apache.commons.math4.analysis.interpolation.BicubicInterpolatingFunctionTest.testPlane();3756;1;19;29;0.8787878787878788;14;0.5833333333333334
org.apache.commons.math4.analysis.interpolation.BicubicInterpolatingFunctionTest.testParaboloid();3756;1;19;29;0.8787878787878788;14;0.5833333333333334
org.apache.commons.cli.ValueTest.testShortNoArgWithOption();5;0;0;4;0.6666666666666666;1;0.5
org.apache.commons.cli.ValueTest.testShortWithArgWithOption();5;0;0;4;0.6666666666666666;1;0.5
org.apache.commons.cli.ValueTest.testShortOptionalArgNoValueWithOption();5;0;0;4;0.6666666666666666;1;0.5
org.apache.commons.cli.ValueTest.testLongOptionalNArgValuesWithOption();5;0;0;4;0.6666666666666666;1;0.5
org.apache.commons.cli.ValueTest.testShortOptionalArgValuesWithOption();8;1;1;7;0.875;3;0.3333333333333333
org.apache.commons.cli.ValueTest.testShortOptionalNArgValuesWithOption();8;1;1;7;0.875;3;0.3333333333333333
org.apache.commons.cli.CommandLineTest.testGetParsedOptionValueWithOption();6;0;0;5;0.5555555555555556;1;0.3333333333333333
org.apache.commons.cli.CommandLineTest.testNullhOption();4;0;0;3;0.3333333333333333;1;0.3333333333333333
org.apache.commons.math4.analysis.solvers.FieldBracketingNthOrderBrentSolverTest.testConvergenceOnFunctionAccuracy();228.4;1;42.6;26;0.6046511627906977;10;0.39999999999999997
org.apache.commons.math4.dfp.DfpTest.testNextAfter();18.454545454545453;0;0;44;0.9166666666666666;11;0.1111111111111111
org.apache.commons.math4.analysis.function.SincTest.testShortcut();39.8;1;2.5;45;0.7377049180327869;9;0.05769230769230768
org.apache.commons.math4.analysis.function.SincTest.testDerivativeShortcut();37.8;1;2.5;43;0.7049180327868854;8;0.05128205128205127
org.apache.commons.math4.analysis.solvers.FieldBracketingNthOrderBrentSolverTest.testNeta();158.99595141700405;1;3.854251012145749;30;1;23;0.9200000000000002
org.apache.commons.math4.genetics.ElitisticListPopulationTest.testNextGeneration();48;1;20;9;1;4;0.8
net.objecthunter.exp4j.ExpressionTest.testExpression1();22;1;3;15;0.35714285714285715;1;0.013333333333333334
net.objecthunter.exp4j.ExpressionTest.testFactorial();35.333333333333336;1;4.333333333333333;18;0.42857142857142855;1;0.013333333333333334
net.objecthunter.exp4j.ExpressionTest.testClearVariables();20;1;1.5;20;0.47619047619047616;2;0.02666666666666667
net.objecthunter.exp4j.ExpressionValidateTest.testValidateNumber();13;1;1;12;0.2727272727272727;2;0.011235955056179775
net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoAndThreeArgumentsAndMultipleOperator();52;1;8;19;0.4318181818181818;9;0.05056179775280899
net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoArgumentsAndOperator();38;1;5;23;0.5227272727272727;13;0.07303370786516854
net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithTwoArguments();27;1;3;19;0.4318181818181818;9;0.05056179775280899
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder1();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testValidationDocExample();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder16();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder17();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder18();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder2();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder19();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction1();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction2();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction3();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction4();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction5();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction6();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction7();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder3();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testOperators1();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder4();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testOperators2();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testOperators3();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testModulo1();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testOperators4();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder01();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder02();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder03();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder04();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder05();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder06();23;1;7;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder5();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder07();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder08();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testSameName();14;1;2;10;0.7142857142857143;2;0.3333333333333333
net.objecthunter.exp4j.ExpressionBuilderTest.testInvalidFunction();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testMissingVar();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testUnaryMinusPowerPrecedence();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testUnaryMinus();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression1();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression10();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression11();21;1;6;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder6();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression12();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression13();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression14();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpression15();17;1;4;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder7();19;1;5;10;0.7142857142857143;3;0.5
net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder8();23;1;7;10;0.7142857142857143;3;0.5
org.apache.commons.math4.analysis.differentiation.FiniteDifferencesDifferentiatorTest.testTooLargeStep();9;0;0;8;0.5;1;0.25
org.apache.commons.math4.analysis.differentiation.FiniteDifferencesDifferentiatorTest.testBounds();11;0;0;11;0.6875;1;0.25
org.apache.commons.math4.analysis.differentiation.FiniteDifferencesDifferentiatorTest.testBoundedSqrt();11;0;0;11;0.6875;1;0.25
net.objecthunter.exp4j.FunctionsTest.testFunctionNameNegativeArgs();4;0;0;3;0.3333333333333333;1;0.3333333333333333
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction10();6;0;0;5;0.5555555555555556;1;0.3333333333333333
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction11();6;0;0;5;0.5555555555555556;1;0.3333333333333333
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction12();6;0;0;5;0.5555555555555556;1;0.3333333333333333
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction13();6;0;0;5;0.5555555555555556;1;0.3333333333333333
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction14();6;0;0;5;0.5555555555555556;1;0.3333333333333333
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction15();6;0;0;5;0.5555555555555556;1;0.3333333333333333
net.objecthunter.exp4j.ExpressionBuilderTest.testFunction16();6;0;0;5;0.5555555555555556;1;0.3333333333333333
